2021-04-25 13:33:19.485002 IC 7 THERM 0: 23.62 C
2021-04-25 13:33:19.485002 IC 7 THERM 1: 23.75 C
2021-04-25 13:33:19.485002 IC 7 THERM 2: 23.71 C
2021-04-25 13:33:19.486971 BMS STATE: 1
2021-04-25 13:38:34.495040 MCU PEDAL ACCEL 2: 2154
2021-04-25 13:38:34.495040 MCU PEDAL BRAKE: 870
2021-04-25 13:38:34.495040 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:34.495040 MCU IMPLAUS BRAKE: 1
2021-04-25 13:38:34.495040 MCU BRAKE ACT: 1
2021-04-25 13:38:34.495040 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:34.496985 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:34.496985 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:34.498783 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:34.498783 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:38:34.500253 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:34.502668 MOTOR ANGLE: 356.6
2021-04-25 13:38:34.502668 MOTOR SPEED: 0 RPM
2021-04-25 13:38:34.502668 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:34.502668 DELTA RESOLVER FILT: -279
2021-04-25 13:38:34.505073 PHASE A CURRENT: -0.4 A
2021-04-25 13:38:34.505073 PHASE B CURRENT: -0.1 A
2021-04-25 13:38:34.505073 PHASE C CURRENT: 0.9 A
2021-04-25 13:38:34.505073 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:34.506493 DC BUS VOLTAGE: 215.1 V
2021-04-25 13:38:34.506493 OUTPUT VOLTAGE: 0.6 V
2021-04-25 13:38:34.506493 PHASE AB VOLTAGE: 0.5 V
2021-04-25 13:38:34.506493 PHASE BC VOLTAGE: -0.3 V
2021-04-25 13:38:34.507986 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:34.507986 TORQUE FEEDBACK: -0.1 Nm
2021-04-25 13:38:34.507986 RMS UPTIME: 329 s
2021-04-25 13:38:34.509399 MOTOR ANGLE: 356.6
2021-04-25 13:38:34.509399 MOTOR SPEED: 0 RPM
2021-04-25 13:38:34.509399 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:34.509399 DELTA RESOLVER FILT: -283
2021-04-25 13:38:34.511339 PHASE A CURRENT: -0.1 A
2021-04-25 13:38:34.511339 PHASE B CURRENT: 0.4 A
2021-04-25 13:38:34.511339 PHASE C CURRENT: 0.9 A
2021-04-25 13:38:34.511339 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:34.514031 DC BUS VOLTAGE: 187.5 V
2021-04-25 13:38:34.514031 OUTPUT VOLTAGE: 0.7 V
2021-04-25 13:38:34.514031 PHASE AB VOLTAGE: 0.6 V
2021-04-25 13:38:34.514031 PHASE BC VOLTAGE: -0.3 V
2021-04-25 13:38:34.519217 MOTOR ANGLE: 356.4
2021-04-25 13:38:34.519217 MOTOR SPEED: 0 RPM
2021-04-25 13:38:34.519217 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:34.519217 DELTA RESOLVER FILT: -290
2021-04-25 13:38:34.521973 PHASE A CURRENT: 0.7 A
2021-04-25 13:38:34.521973 PHASE B CURRENT: 0.7 A
2021-04-25 13:38:34.521973 PHASE C CURRENT: 1.8 A
2021-04-25 13:38:34.521973 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:34.524693 DC BUS VOLTAGE: 150.0 V
2021-04-25 13:38:34.524693 OUTPUT VOLTAGE: 0.7 V
2021-04-25 13:38:34.524693 PHASE AB VOLTAGE: 0.6 V
2021-04-25 13:38:34.524693 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:34.526374 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:34.526374 TORQUE FEEDBACK: 0.2 Nm
2021-04-25 13:38:34.526374 RMS UPTIME: 329 s
2021-04-25 13:38:34.527977 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:34.529457 MCU PEDAL ACCEL 1: 1925
2021-04-25 13:38:34.529457 MCU PEDAL ACCEL 2: 2156
2021-04-25 13:38:34.529457 MCU PEDAL BRAKE: 878
2021-04-25 13:38:34.529457 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:34.529457 MCU IMPLAUS BRAKE: 1
2021-04-25 13:38:34.529457 MCU BRAKE ACT: 0
2021-04-25 13:38:34.529457 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:34.907529 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:34.907529 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:34.981346 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:34.981346 TCU WHEEL RPM FRONT RIGHT: 2.56 RPM
2021-04-25 13:38:34.983104 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:34.987057 ECU CURRENT: 654.04 A
2021-04-25 13:38:34.987057 COOLING CURRENT: 654.78 A
2021-04-25 13:38:34.988640 MOTOR ANGLE: 356.0
2021-04-25 13:38:34.988640 MOTOR SPEED: 0 RPM
2021-04-25 13:38:34.988640 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:34.988640 DELTA RESOLVER FILT: -293
2021-04-25 13:38:34.990375 PHASE A CURRENT: -0.1 A
2021-04-25 13:38:34.990375 PHASE B CURRENT: 0.1 A
2021-04-25 13:38:34.990375 PHASE C CURRENT: 0.3 A
2021-04-25 13:38:34.990375 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:34.992301 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:34.992301 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:34.993971 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:34.996771 MOTOR ANGLE: 356.1
2021-04-25 13:38:34.996771 MOTOR SPEED: 0 RPM
2021-04-25 13:38:34.996771 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:34.996771 DELTA RESOLVER FILT: -91
2021-04-25 13:38:34.998385 PHASE A CURRENT: 0.3 A
2021-04-25 13:38:34.998385 PHASE B CURRENT: 0.3 A
2021-04-25 13:38:34.998385 PHASE C CURRENT: 0.2 A
2021-04-25 13:38:34.998385 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:35.000060 DC BUS VOLTAGE: 34.8 V
2021-04-25 13:38:35.000060 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.000060 PHASE AB VOLTAGE: -0.2 V
2021-04-25 13:38:35.000060 PHASE BC VOLTAGE: -0.8 V
2021-04-25 13:38:35.002930 MOTOR ANGLE: 356.1
2021-04-25 13:38:35.002930 MOTOR SPEED: 0 RPM
2021-04-25 13:38:35.002930 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:35.002930 DELTA RESOLVER FILT: -104
2021-04-25 13:38:35.004597 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:35.004597 PHASE B CURRENT: -0.5 A
2021-04-25 13:38:35.004597 PHASE C CURRENT: -0.3 A
2021-04-25 13:38:35.004597 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:35.006245 DC BUS VOLTAGE: 33.2 V
2021-04-25 13:38:35.006245 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.006245 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:35.006245 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:35.007884 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:35.007884 TORQUE FEEDBACK: 0.0 Nm
2021-04-25 13:38:35.007884 RMS UPTIME: 330 s
2021-04-25 13:38:35.086322 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:35.155485 MCU PEDAL ACCEL 1: 1929
2021-04-25 13:38:35.155485 MCU PEDAL ACCEL 2: 2158
2021-04-25 13:38:35.155485 MCU PEDAL BRAKE: 883
2021-04-25 13:38:35.155485 MCU IMPLAUS ACCEL: 0
2021-04-25 13:38:35.155485 MCU IMPLAUS BRAKE: 0
2021-04-25 13:38:35.155485 MCU BRAKE ACT: 1
2021-04-25 13:38:35.155485 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:35.157410 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:35.157410 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:35.159135 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:35.159135 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:35.160796 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:35.165167 MOTOR ANGLE: 356.2
2021-04-25 13:38:35.165167 MOTOR SPEED: 0 RPM
2021-04-25 13:38:35.165167 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:35.165167 DELTA RESOLVER FILT: -99
2021-04-25 13:38:35.167002 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:35.167002 PHASE B CURRENT: 0.2 A
2021-04-25 13:38:35.167002 PHASE C CURRENT: -0.2 A
2021-04-25 13:38:35.167002 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:35.168819 DC BUS VOLTAGE: 31.7 V
2021-04-25 13:38:35.168819 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.168819 PHASE AB VOLTAGE: 0.0 V
2021-04-25 13:38:35.168819 PHASE BC VOLTAGE: -0.6 V
2021-04-25 13:38:35.424504 PHASE A CURRENT: -0.2 A
2021-04-25 13:38:35.424504 PHASE B CURRENT: 0.2 A
2021-04-25 13:38:35.424504 PHASE C CURRENT: 0.0 A
2021-04-25 13:38:35.424504 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:35.492776 DC BUS VOLTAGE: 29.9 V
2021-04-25 13:38:35.492776 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.492776 PHASE AB VOLTAGE: 0.3 V
2021-04-25 13:38:35.492776 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:35.494764 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:35.494764 TORQUE FEEDBACK: 0.0 Nm
2021-04-25 13:38:35.494764 RMS UPTIME: 330 s
2021-04-25 13:38:35.496634 BMS VOLTAGE AVERAGE: 4.0348 V
2021-04-25 13:38:35.496634 BMS VOLTAGE LOW: 4.0216 V
2021-04-25 13:38:35.496634 BMS VOLTAGE HIGH: 4.0749 V
2021-04-25 13:38:35.496634 BMS VOLTAGE TOTAL: 290.51 V
2021-04-25 13:38:35.498432 BMS STATE: 1
2021-04-25 13:38:35.498432 BMS ERROR FLAGS: 0x00
2021-04-25 13:38:35.498432 BMS CURRENT: 67.39 A
2021-04-25 13:38:35.500244 BMS TOTAL CHARGE: 84368.5119 C
2021-04-25 13:38:35.500244 BMS TOTAL DISCHARGE: 867.3025 C
2021-04-25 13:38:35.501920 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:35.503819 MCU PEDAL ACCEL 1: 1929
2021-04-25 13:38:35.503819 MCU PEDAL ACCEL 2: 2159
2021-04-25 13:38:35.503819 MCU PEDAL BRAKE: 883
2021-04-25 13:38:35.503819 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:35.503819 MCU IMPLAUS BRAKE: 1
2021-04-25 13:38:35.503819 MCU BRAKE ACT: 0
2021-04-25 13:38:35.503819 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:35.505836 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:35.505836 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:35.507336 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:35.507336 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:35.567088 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:35.638658 ECU CURRENT: 654.13 A
2021-04-25 13:38:35.638658 COOLING CURRENT: 0.2 A
2021-04-25 13:38:35.640366 MOTOR ANGLE: 356.1
2021-04-25 13:38:35.640366 MOTOR SPEED: 0 RPM
2021-04-25 13:38:35.640366 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:35.640366 DELTA RESOLVER FILT: -90
2021-04-25 13:38:35.642214 MOTOR ANGLE: 356.1
2021-04-25 13:38:35.642214 MOTOR SPEED: 0 RPM
2021-04-25 13:38:35.642214 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:35.642214 DELTA RESOLVER FILT: -80
2021-04-25 13:38:35.644020 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:35.644020 PHASE B CURRENT: 0.0 A
2021-04-25 13:38:35.644020 PHASE C CURRENT: -0.3 A
2021-04-25 13:38:35.644020 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:35.645623 DC BUS VOLTAGE: 28.7 V
2021-04-25 13:38:35.645623 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.645623 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:35.645623 PHASE BC VOLTAGE: -1.0 V
2021-04-25 13:38:35.648259 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:35.649745 MCU PEDAL ACCEL 1: 1929
2021-04-25 13:38:35.649745 MCU PEDAL ACCEL 2: 2159
2021-04-25 13:38:35.649745 MCU PEDAL BRAKE: 883
2021-04-25 13:38:35.649745 MCU IMPLAUS ACCEL: 0
2021-04-25 13:38:35.649745 MCU IMPLAUS BRAKE: 0
2021-04-25 13:38:35.649745 MCU BRAKE ACT: 1
2021-04-25 13:38:35.649745 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:35.713252 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:35.713252 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:35.715399 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:35.715399 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:35.717600 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:35.720888 MOTOR ANGLE: 356.2
2021-04-25 13:38:35.720888 MOTOR SPEED: 0 RPM
2021-04-25 13:38:35.720888 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:35.720888 DELTA RESOLVER FILT: -87
2021-04-25 13:38:35.722585 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:35.722585 PHASE B CURRENT: 0.0 A
2021-04-25 13:38:35.722585 PHASE C CURRENT: -0.1 A
2021-04-25 13:38:35.722585 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:35.724292 DC BUS VOLTAGE: 27.1 V
2021-04-25 13:38:35.724292 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.724292 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:35.724292 PHASE BC VOLTAGE: -0.6 V
2021-04-25 13:38:35.726040 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:35.726040 TORQUE FEEDBACK: 0.2 Nm
2021-04-25 13:38:35.726040 RMS UPTIME: 331 s
2021-04-25 13:38:35.727848 DC BUS VOLTAGE: 25.7 V
2021-04-25 13:38:35.727848 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:35.727848 PHASE AB VOLTAGE: -0.2 V
2021-04-25 13:38:35.727848 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:36.149078 MOTOR ANGLE: 356.2
2021-04-25 13:38:36.149078 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.149078 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.149078 DELTA RESOLVER FILT: -92
2021-04-25 13:38:36.151203 PHASE A CURRENT: -0.2 A
2021-04-25 13:38:36.151203 PHASE B CURRENT: -0.2 A
2021-04-25 13:38:36.151203 PHASE C CURRENT: 0.0 A
2021-04-25 13:38:36.151203 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.152876 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:36.152876 TORQUE FEEDBACK: 0.0 Nm
2021-04-25 13:38:36.152876 RMS UPTIME: 331 s
2021-04-25 13:38:36.154326 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:36.155745 MCU PEDAL ACCEL 1: 1928
2021-04-25 13:38:36.155745 MCU PEDAL ACCEL 2: 2159
2021-04-25 13:38:36.155745 MCU PEDAL BRAKE: 885
2021-04-25 13:38:36.155745 MCU IMPLAUS ACCEL: 0
2021-04-25 13:38:36.155745 MCU IMPLAUS BRAKE: 1
2021-04-25 13:38:36.155745 MCU BRAKE ACT: 1
2021-04-25 13:38:36.155745 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:36.157608 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:36.157608 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:36.159599 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:36.159599 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:36.161568 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:36.164640 MOTOR ANGLE: 356.1
2021-04-25 13:38:36.164640 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.164640 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.164640 DELTA RESOLVER FILT: -97
2021-04-25 13:38:36.166096 PHASE A CURRENT: -0.2 A
2021-04-25 13:38:36.166096 PHASE B CURRENT: 0.2 A
2021-04-25 13:38:36.166096 PHASE C CURRENT: -0.3 A
2021-04-25 13:38:36.166096 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.167624 DC BUS VOLTAGE: 24.0 V
2021-04-25 13:38:36.167624 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.167624 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:36.167624 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:36.170140 ECU CURRENT: 0.23 A
2021-04-25 13:38:36.170140 COOLING CURRENT: 652.89 A
2021-04-25 13:38:36.171559 MOTOR ANGLE: 356.2
2021-04-25 13:38:36.171559 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.171559 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.171559 DELTA RESOLVER FILT: -105
2021-04-25 13:38:36.173009 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:36.173009 PHASE B CURRENT: 0.0 A
2021-04-25 13:38:36.173009 PHASE C CURRENT: 0.2 A
2021-04-25 13:38:36.173009 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.174487 DC BUS VOLTAGE: 23.2 V
2021-04-25 13:38:36.174487 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.174487 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:36.174487 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:36.175926 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:36.177474 MCU PEDAL ACCEL 1: 1928
2021-04-25 13:38:36.177474 MCU PEDAL ACCEL 2: 2159
2021-04-25 13:38:36.177474 MCU PEDAL BRAKE: 886
2021-04-25 13:38:36.177474 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:36.177474 MCU IMPLAUS BRAKE: 1
2021-04-25 13:38:36.177474 MCU BRAKE ACT: 1
2021-04-25 13:38:36.177474 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:36.287625 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:36.287625 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:36.366760 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:36.366760 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:36.368539 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:36.371159 MOTOR ANGLE: 356.2
2021-04-25 13:38:36.371159 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.371159 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.371159 DELTA RESOLVER FILT: -108
2021-04-25 13:38:36.372704 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:36.372704 PHASE B CURRENT: 0.0 A
2021-04-25 13:38:36.372704 PHASE C CURRENT: 0.0 A
2021-04-25 13:38:36.372704 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.374299 DC BUS VOLTAGE: 22.0 V
2021-04-25 13:38:36.374299 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.374299 PHASE AB VOLTAGE: 0.3 V
2021-04-25 13:38:36.374299 PHASE BC VOLTAGE: -0.6 V
2021-04-25 13:38:36.375831 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:36.375831 TORQUE FEEDBACK: 0.0 Nm
2021-04-25 13:38:36.375831 RMS UPTIME: 331 s
2021-04-25 13:38:36.377356 MOTOR ANGLE: 356.1
2021-04-25 13:38:36.377356 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.377356 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.377356 DELTA RESOLVER FILT: -109
2021-04-25 13:38:36.378895 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:36.378895 PHASE B CURRENT: 0.2 A
2021-04-25 13:38:36.378895 PHASE C CURRENT: -0.3 A
2021-04-25 13:38:36.378895 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.656995 DC BUS VOLTAGE: 20.8 V
2021-04-25 13:38:36.656995 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.656995 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:36.656995 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:36.733796 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:36.735526 MCU PEDAL ACCEL 1: 1929
2021-04-25 13:38:36.735526 MCU PEDAL ACCEL 2: 2159
2021-04-25 13:38:36.735526 MCU PEDAL BRAKE: 888
2021-04-25 13:38:36.735526 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:36.735526 MCU IMPLAUS BRAKE: 1
2021-04-25 13:38:36.735526 MCU BRAKE ACT: 1
2021-04-25 13:38:36.735526 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:36.737471 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:36.737471 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:36.739141 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:36.739141 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:36.740747 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:36.742486 PHASE A CURRENT: 0.0 A
2021-04-25 13:38:36.742486 PHASE B CURRENT: 0.0 A
2021-04-25 13:38:36.742486 PHASE C CURRENT: 0.0 A
2021-04-25 13:38:36.742486 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.744123 DC BUS VOLTAGE: 14.8 V
2021-04-25 13:38:36.744123 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.744123 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:36.744123 PHASE BC VOLTAGE: -0.6 V
2021-04-25 13:38:36.812444 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:36.812444 TORQUE FEEDBACK: 0.0 Nm
2021-04-25 13:38:36.812444 RMS UPTIME: 332 s
2021-04-25 13:38:36.814809 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:36.816906 MCU PEDAL ACCEL 1: 1928
2021-04-25 13:38:36.816906 MCU PEDAL ACCEL 2: 2158
2021-04-25 13:38:36.816906 MCU PEDAL BRAKE: 886
2021-04-25 13:38:36.816906 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:36.816906 MCU IMPLAUS BRAKE: 0
2021-04-25 13:38:36.816906 MCU BRAKE ACT: 1
2021-04-25 13:38:36.816906 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:36.818564 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:36.818564 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:36.819983 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:36.819983 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:36.821390 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:36.824843 ECU CURRENT: 654.86 A
2021-04-25 13:38:36.824843 COOLING CURRENT: 652.84 A
2021-04-25 13:38:36.826262 MOTOR ANGLE: 356.1
2021-04-25 13:38:36.826262 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.826262 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.826262 DELTA RESOLVER FILT: -116
2021-04-25 13:38:36.884419 PHASE A CURRENT: -0.2 A
2021-04-25 13:38:36.884419 PHASE B CURRENT: 0.3 A
2021-04-25 13:38:36.884419 PHASE C CURRENT: -0.6 A
2021-04-25 13:38:36.884419 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.886257 DC BUS VOLTAGE: 14.0 V
2021-04-25 13:38:36.886257 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.886257 PHASE AB VOLTAGE: 0.0 V
2021-04-25 13:38:36.886257 PHASE BC VOLTAGE: 0.2 V
2021-04-25 13:38:36.887877 MOTOR ANGLE: 356.2
2021-04-25 13:38:36.887877 MOTOR SPEED: 0 RPM
2021-04-25 13:38:36.887877 ELEC OUTPUT FREQ: 0.0
2021-04-25 13:38:36.887877 DELTA RESOLVER FILT: -127
2021-04-25 13:38:36.889415 PHASE A CURRENT: -0.2 A
2021-04-25 13:38:36.889415 PHASE B CURRENT: -0.2 A
2021-04-25 13:38:36.889415 PHASE C CURRENT: 0.2 A
2021-04-25 13:38:36.889415 DC BUS CURRENT: 0.0 A
2021-04-25 13:38:36.890941 DC BUS VOLTAGE: 13.3 V
2021-04-25 13:38:36.890941 OUTPUT VOLTAGE: 0.0 V
2021-04-25 13:38:36.890941 PHASE AB VOLTAGE: 0.1 V
2021-04-25 13:38:36.890941 PHASE BC VOLTAGE: -0.4 V
2021-04-25 13:38:36.892496 COMMANDED TORQUE: 0.0 Nm
2021-04-25 13:38:36.892496 TORQUE FEEDBACK: 0.0 Nm
2021-04-25 13:38:36.892496 RMS UPTIME: 332 s
2021-04-25 13:38:36.894027 REQUESTED TORQUE: 0.0 Nm
2021-04-25 13:38:36.895562 MCU PEDAL ACCEL 1: 1928
2021-04-25 13:38:36.895562 MCU PEDAL ACCEL 2: 2159
2021-04-25 13:38:36.895562 MCU PEDAL BRAKE: 886
2021-04-25 13:38:36.895562 MCU IMPLAUS ACCEL: 1
2021-04-25 13:38:36.895562 MCU IMPLAUS BRAKE: 0
2021-04-25 13:38:36.895562 MCU BRAKE ACT: 1
2021-04-25 13:38:36.895562 MCU TORQUE MAP MODE: 2
2021-04-25 13:38:36.897138 TCU WHEEL RPM REAR LEFT: 0.0 RPM
2021-04-25 13:38:36.897138 TCU WHEEL RPM REAR RIGHT: 0.0 RPM
2021-04-25 13:38:37.468640 TCU WHEEL RPM FRONT LEFT: 0.0 RPM
2021-04-25 13:38:37.468640 TCU WHEEL RPM FRONT RIGHT: 7.68 RPM
2021-04-25 13:38:37.535829 TCU DISTANCE TRAVELED: 0.0 m
2021-04-25 13:38:37.539785 MOTOR ANGLE: 356.1
2021-04-25 13:38:37.539785 MOTOR SPEED: 0 RPM
